,player_name,height (in),pts,reb,ast,college,country,team,Height Range
242,George King,78.0,0.0,1.0,0.0,University of Colorado Boulder,USA,PHX,"6'4"" - 6'6"""
243,Georges Niang,79.33333333333333,1.9666666666666668,1.0666666666666667,0.3666666666666667,Iowa State,USA,UTA,"6'7"" - 6'9"""
244,Georgios Papagiannis,85.0,3.8499999999999996,3.05,0.7,None,Greece,POR,> 7ft
245,Gerald Green,79.0,8.966666666666667,2.5,0.6,None,USA,BOS,"6'7"" - 6'9"""
246,Gerald Henderson,77.0,9.2,2.6,1.6,Duke,USA,PHI,"6'4"" - 6'6"""
247,Gian Clavell,76.0,2.9,1.0,0.4,Colorado State,Puerto Rico,DAL,"6'4"" - 6'6"""
248,Giannis Antetokounmpo,83.0,25.833333333333332,10.433333333333334,5.366666666666667,None,Greece,MIL,"6'10"" - 7'"
249,Glenn Robinson III,78.33333333333333,4.8,2.2333333333333334,0.6,Michigan,USA,IND,"6'7"" - 6'9"""
250,Goran Dragic,75.0,17.099999999999998,3.6666666666666665,5.133333333333333,None,Slovenia,MIA,"6'1"" - 6'3"""
251,Gordon Hayward,80.0,11.799999999999999,3.6333333333333333,2.3000000000000003,Butler,USA,BOS,"6'7"" - 6'9"""
252,Gorgui Dieng,83.0,7.433333333333334,5.533333333333334,1.2333333333333334,Louisville,Senegal,MIN,"6'10"" - 7'"
253,Grayson Allen,77.0,5.6,0.6,0.7,Duke,USA,UTA,"6'4"" - 6'6"""
254,Greg Monroe,83.0,9.1,5.833333333333333,1.7,Georgetown,USA,PHI,"6'10"" - 7'"
255,Greivis Vasquez,78.0,2.3,0.7,1.7,Maryland,Venezuela,BKN,"6'4"" - 6'6"""
256,Guerschon Yabusele,80.0,2.3499999999999996,1.4500000000000002,0.45,None,France,BOS,"6'7"" - 6'9"""
257,Hamidou Diallo,77.0,3.7,1.9,0.3,Kentucky,USA,OKC,"6'4"" - 6'6"""
258,Harrison Barnes,80.0,18.166666666666664,5.266666666666667,1.6666666666666667,North Carolina,USA,DAL,"6'7"" - 6'9"""
259,Harry Giles III,82.0,7.0,3.8,1.5,Duke,USA,SAC,"6'10"" - 7'"
260,Hassan Whiteside,84.0,14.433333333333332,12.266666666666667,0.8333333333333334,Marshall,USA,MIA,"6'10"" - 7'"
261,Haywood Highsmith,79.0,1.8,1.0,0.4,None,USA,PHI,"6'7"" - 6'9"""
262,Henry Ellenson,83.0,4.3999999999999995,2.6,0.5666666666666668,Marquette,USA,NYK,"6'10"" - 7'"
263,Hollis Thompson,80.0,5.1,2.8,0.9,Georgetown,USA,NOP,"6'7"" - 6'9"""
264,Ian Clark,75.0,6.966666666666668,1.6000000000000003,1.4333333333333333,Belmont,USA,NOP,"6'1"" - 6'3"""
265,Ian Mahinmi,83.0,4.833333333333333,4.233333333333333,0.6666666666666666,None,France,WAS,"6'10"" - 7'"
266,Ike Anigbogu,82.0,0.6,0.9,0.15,UCLA,USA,IND,"6'10"" - 7'"
267,Iman Shumpert,77.0,6.466666666666666,2.9333333333333336,1.4666666666666668,Georgia Tech,USA,HOU,"6'4"" - 6'6"""
268,Isaac Bonga,80.0,0.9,1.1,0.7,None,Germany,LAL,"6'7"" - 6'9"""
269,Isaac Humphries,84.0,3.0,2.2,0.0,Kentucky,Australia,ATL,"6'10"" - 7'"
270,Isaiah Briscoe,75.0,3.5,1.9,2.2,None,USA,ORL,"6'1"" - 6'3"""
271,Isaiah Canaan,72.0,6.3999999999999995,1.8333333333333333,2.5,Murray State,USA,CHI,<= 6ft
272,Isaiah Hartenstein,84.0,1.9,1.7,0.5,None,Germany,HOU,"6'10"" - 7'"
273,Isaiah Hicks,81.0,4.2,2.3,0.8,North Carolina,USA,NYK,"6'7"" - 6'9"""
274,Isaiah Taylor,75.0,3.6999999999999997,1.1,1.9500000000000002,Texas,USA,HOU,"6'1"" - 6'3"""
275,Isaiah Thomas,69.0,17.4,1.9666666666666668,4.2,Washington,USA,BOS,<= 6ft
276,Isaiah Whitehead,76.0,6.85,2.05,1.9500000000000002,Seton Hall,USA,BKN,"6'4"" - 6'6"""
277,Ish Smith,72.0,9.733333333333334,2.733333333333333,4.4,Wake Forest,USA,DET,<= 6ft
278,Ivan Rabb,82.0,5.699999999999999,4.300000000000001,1.0,"University of California, Berkeley",USA,MEM,"6'10"" - 7'"
279,Ivica Zubac,85.0,6.699999999999999,4.4,0.8333333333333334,None,Croatia,LAC,> 7ft
280,J.J. Barea,72.0,11.133333333333333,2.6,5.8,Northeastern,Puerto Rico,DAL,<= 6ft
281,J.P. Macura,77.0,3.0,1.5,1.0,Xavier,USA,CHA,"6'4"" - 6'6"""
282,JJ Redick,76.0,16.733333333333334,2.3666666666666667,2.3666666666666667,Duke,USA,PHI,"6'4"" - 6'6"""
283,JR Smith,78.0,7.866666666666667,2.4333333333333336,1.7333333333333334,None,USA,CLE,"6'4"" - 6'6"""
284,JaKarr Sampson,81.0,12.35,5.75,0.7,"St. John's, N.Y.",USA,SAC,"6'7"" - 6'9"""
285,JaMychal Green,81.0,9.533333333333333,7.266666666666666,1.0999999999999999,Alabama,USA,MEM,"6'7"" - 6'9"""
286,JaVale McGee,84.0,7.633333333333333,4.433333333333334,0.4666666666666666,Nevada-Reno,USA,GSW,"6'10"" - 7'"
287,Jabari Bird,78.0,3.0,1.5,0.6,California,USA,BOS,"6'4"" - 6'6"""
288,Jabari Parker,80.0,15.733333333333334,5.900000000000001,2.3666666666666667,Duke,USA,MIL,"6'7"" - 6'9"""
289,Jack Cooley,82.0,5.7,4.3,0.9,Notre Dame,USA,SAC,"6'10"" - 7'"
290,Jacob Evans,78.0,1.3,0.8,0.8,Cincinnati,USA,GSW,"6'4"" - 6'6"""
291,Jacob Pullen,73.0,0.7,0.0,0.0,Kansas State,USA,PHI,"6'1"" - 6'3"""
292,Jacob Wiley,80.0,0.8,2.2,0.4,Eastern Washington,USA,BKN,"6'7"" - 6'9"""
293,Jae Crowder,78.0,11.833333333333334,4.666666666666667,1.7000000000000002,Marquette,USA,UTA,"6'4"" - 6'6"""
294,Jahlil Okafor,83.0,8.766666666666667,4.166666666666667,0.7666666666666666,Duke,USA,PHI,"6'10"" - 7'"
295,Jake Layman,81.0,3.6,1.4333333333333333,0.4333333333333333,Maryland,USA,POR,"6'7"" - 6'9"""
296,Jakob Poeltl,84.0,5.166666666666667,4.3999999999999995,0.6999999999999998,Utah,Austria,SAS,"6'10"" - 7'"
297,Jalen Brunson,75.0,9.3,2.3,3.2,Villanova,USA,DAL,"6'1"" - 6'3"""
298,Jalen Jones,79.0,4.85,2.25,0.35,Texas A&M,USA,CLE,"6'7"" - 6'9"""
299,Jamal Crawford,77.0,10.166666666666668,1.366666666666667,2.8333333333333335,Michigan,USA,PHX,"6'4"" - 6'6"""
300,Jamal Murray,76.0,14.933333333333332,3.5,3.433333333333333,Kentucky,Canada,DEN,"6'4"" - 6'6"""
301,Jameel Warney,80.0,5.7,3.0,0.0,"Stony Brook, N.Y.",USA,DAL,"6'7"" - 6'9"""
302,Jameer Nelson,72.0,7.05,2.35,4.35,None,USA,DET,<= 6ft
303,Jamel Artis,79.0,5.1,2.5,1.2,Pittsburgh,USA,ORL,"6'7"" - 6'9"""
304,James Ennis III,79.0,6.833333333333333,3.4,0.9,Long Beach State,USA,MEM,"6'7"" - 6'9"""
305,James Harden,77.0,31.866666666666664,6.7,9.166666666666666,Arizona State,USA,HOU,"6'4"" - 6'6"""
306,James Johnson,80.33333333333333,10.466666666666667,4.333333333333334,3.2999999999999994,Wake Forest,USA,MIA,"6'7"" - 6'9"""
307,James Jones,80.0,2.8,0.8,0.3,Miami (FL),USA,CLE,"6'7"" - 6'9"""
308,James Michael McAdoo,81.0,2.75,1.25,0.15,North Carolina,USA,PHI,"6'7"" - 6'9"""
309,James Nunnally,79.0,2.4,0.3,0.5,Cal-Santa Barbara,USA,HOU,"6'7"" - 6'9"""
310,James Webb III,81.0,1.6,2.4,0.4,Boise State,USA,BKN,"6'7"" - 6'9"""
311,James Young,78.0,2.55,0.6,0.2,Kentucky,USA,PHI,"6'4"" - 6'6"""
312,Jamil Wilson,79.0,7.0,2.1,0.7,Marquette,USA,LAC,"6'7"" - 6'9"""
313,Jared Dudley,79.0,4.966666666666668,2.6999999999999997,1.6333333333333335,Boston College,USA,BKN,"6'7"" - 6'9"""
314,Jared Sullinger,81.0,3.4,2.5,0.3,Ohio State,USA,TOR,"6'7"" - 6'9"""
315,Jared Terrell,75.0,2.2,0.4,0.9,Rhode Island,USA,MIN,"6'1"" - 6'3"""
316,Jarell Eddie,79.0,2.4,0.85,0.0,Virginia Tech,USA,CHI,"6'7"" - 6'9"""
317,Jarell Martin,82.0,4.766666666666667,3.3333333333333335,0.5333333333333333,Louisiana State,USA,MEM,"6'10"" - 7'"
318,Jaren Jackson Jr.,83.0,13.8,4.7,1.1,Michigan State,USA,MEM,"6'10"" - 7'"
319,Jarnell Stokes,81.0,1.5,1.0,1.0,Tennessee,USA,DEN,"6'7"" - 6'9"""
320,Jaron Blossomgame,80.0,4.2,3.6,0.5,Clemson,USA,CLE,"6'7"" - 6'9"""
321,Jarred Vanderbilt,81.0,1.4,1.4,0.2,Kentucky,USA,DEN,"6'7"" - 6'9"""
322,Jarrett Allen,83.0,9.55,6.9,1.0499999999999998,Texas,USA,BKN,"6'10"" - 7'"
323,Jarrett Jack,75.0,5.25,1.55,4.05,Georgia Tech,USA,NYK,"6'1"" - 6'3"""
324,Jarrod Uthoff,81.0,4.4,2.4,1.0,Iowa,USA,DAL,"6'7"" - 6'9"""
325,Jason Smith,84.0,4.133333333333333,2.5666666666666664,0.5333333333333333,Colorado State,USA,WAS,"6'10"" - 7'"
326,Jason Terry,74.0,3.6999999999999997,1.15,1.25,Arizona,USA,MIL,"6'1"" - 6'3"""
327,Jawun Evans,72.0,2.8,1.65,1.7000000000000002,Oklahoma State,USA,OKC,<= 6ft
328,Jaylen Adams,74.0,3.2,1.8,1.9,St. Bonaventure,USA,ATL,"6'1"" - 6'3"""
329,Jaylen Brown,79.0,11.366666666666667,3.966666666666667,1.2666666666666668,California,USA,BOS,"6'7"" - 6'9"""
330,Jaylen Morris,77.0,3.6,2.0,1.1,Molloy,USA,MIL,"6'4"" - 6'6"""
331,Jayson Tatum,80.0,14.8,5.5,1.85,Duke,USA,BOS,"6'7"" - 6'9"""
332,Jeff Green,81.0,10.766666666666666,3.4333333333333336,1.4333333333333333,Georgetown,USA,ORL,"6'7"" - 6'9"""
333,Jeff Teague,74.0,13.866666666666667,3.1666666666666665,7.666666666666667,Wake Forest,USA,MIN,"6'1"" - 6'3"""
334,Jeff Withey,84.0,2.2,1.7,0.05,Kansas,USA,DAL,"6'10"" - 7'"
335,Jemerrio Jones,77.0,4.5,8.2,2.2,None,USA,LAL,"6'4"" - 6'6"""
336,Jerami Grant,81.0,9.166666666666666,3.9000000000000004,0.7666666666666666,Syracuse,USA,OKC,"6'7"" - 6'9"""
337,Jeremy Evans,81.0,2.0,1.0,0.0,Western Kentucky,USA,ATL,"6'7"" - 6'9"""
338,Jeremy Lamb,77.0,12.633333333333335,4.633333333333333,1.9000000000000001,Connecticut,USA,CHA,"6'4"" - 6'6"""
339,Jeremy Lin,75.0,14.033333333333333,2.0666666666666664,4.066666666666666,Harvard,USA,BKN,"6'1"" - 6'3"""
340,Jerian Grant,76.0,6.166666666666667,1.8999999999999997,3.033333333333333,Notre Dame,USA,CHI,"6'4"" - 6'6"""
341,Jerome Robinson,77.0,3.4,1.2,0.6,Boston College,USA,LAC,"6'4"" - 6'6"""
342,Jerryd Bayless,75.0,8.333333333333334,2.6333333333333333,3.0666666666666664,Arizona,USA,PHI,"6'1"" - 6'3"""
343,Jevon Carter,74.0,4.4,1.7,1.8,West Virginia,USA,MEM,"6'1"" - 6'3"""
344,Jimmer Fredette,74.0,3.7,1.2,1.3,Brigham Young,USA,PHX,"6'1"" - 6'3"""
345,Jimmy Butler,79.66666666666667,21.599999999999998,5.6000000000000005,4.8,Marquette,USA,CHI,"6'7"" - 6'9"""
346,Joakim Noah,83.0,4.6,5.5,1.6333333333333335,Florida,USA,MEM,"6'10"" - 7'"
347,Jodie Meeks,76.0,7.266666666666667,1.7333333333333334,1.0666666666666667,Kentucky,USA,TOR,"6'4"" - 6'6"""
348,Joe Chealey,75.0,2.0,0.0,1.0,College of Charleston,USA,CHA,"6'1"" - 6'3"""
349,Joe Harris,78.0,10.9,3.2999999999999994,1.6666666666666667,Virginia,USA,BKN,"6'4"" - 6'6"""
350,Joe Ingles,80.0,10.233333333333333,3.8000000000000003,4.3999999999999995,None,Australia,UTA,"6'7"" - 6'9"""
351,Joe Johnson,79.0,8.0,3.1,1.65,Arkansas,USA,UTA,"6'7"" - 6'9"""
352,Joe Young,74.0,3.0,0.85,0.6,Oregon,USA,IND,"6'1"" - 6'3"""
353,Joel Anthony,81.0,1.3,1.6,0.2,Nevada-Las Vegas,Canada,SAS,"6'7"" - 6'9"""
354,Joel Bolomboy,81.0,1.65,1.5499999999999998,0.1,Weber State,Ukraine,UTA,"6'7"" - 6'9"""
355,Joel Embiid,84.0,23.53333333333333,10.799999999999999,3.0,Kansas,Cameroon,PHI,"6'10"" - 7'"
356,Joffrey Lauvergne,83.0,4.75,3.35,0.85,None,France,SAS,"6'10"" - 7'"
357,John Collins,82.0,15.0,8.55,1.65,Wake Forest,USA,ATL,"6'10"" - 7'"
358,John Henson,83.0,7.066666666666666,5.666666666666667,1.1666666666666667,North Carolina,USA,CLE,"6'10"" - 7'"
359,John Holland,77.0,1.15,0.5,0.1,Boston U.,USA,CLE,"6'4"" - 6'6"""
360,John Jenkins,76.0,3.25,0.85,0.55,Vanderbilt,USA,PHX,"6'4"" - 6'6"""
361,John Lucas III,71.0,0.4,0.0,0.2,Oklahoma State,USA,MIN,<= 6ft
362,John Wall,76.0,21.066666666666666,3.8333333333333335,9.666666666666666,Kentucky,USA,WAS,"6'4"" - 6'6"""
363,Johnathan Motley,82.0,6.6499999999999995,3.4,0.55,Baylor,USA,LAC,"6'10"" - 7'"
364,Johnathan Williams,81.0,6.5,4.1,0.5,Gonzaga,USA,LAL,"6'7"" - 6'9"""
365,Johnny O'Bryant III,81.0,4.15,2.15,0.45,Louisiana State,USA,CHA,"6'7"" - 6'9"""
366,Jon Leuer,82.0,6.466666666666666,3.9333333333333336,0.7999999999999999,Wisconsin,USA,DET,"6'10"" - 7'"
367,Jonah Bolden,82.0,4.7,3.8,0.9,None,Australia,PHI,"6'10"" - 7'"
368,Jonas Jerebko,82.0,5.3,3.5666666666666664,0.9333333333333335,None,Sweden,BOS,"6'10"" - 7'"
369,Jonas Valanciunas,84.0,13.433333333333332,8.9,1.0666666666666667,None,Lithuania,TOR,"6'10"" - 7'"
370,Jonathan Gibson,74.0,7.35,1.05,1.25,New Mexico State,USA,DAL,"6'1"" - 6'3"""
371,Jonathan Isaac,82.0,7.5,4.6,0.9,Florida State,USA,ORL,"6'10"" - 7'"
372,Jonathon Simmons,78.0,8.866666666666667,2.6333333333333333,2.1333333333333333,Houston,USA,SAS,"6'4"" - 6'6"""
373,Jordan Bell,81.0,3.9499999999999997,3.1500000000000004,1.4500000000000002,Oregon,USA,GSW,"6'7"" - 6'9"""
374,Jordan Clarkson,77.0,15.133333333333335,3.0,2.566666666666667,Missouri,USA,CLE,"6'4"" - 6'6"""
375,Jordan Crawford,77.0,10.35,1.3,2.8,Xavier,USA,NOP,"6'4"" - 6'6"""
376,Jordan Farmar,74.0,6.0,1.5,4.5,UCLA,USA,SAC,"6'1"" - 6'3"""
377,Jordan Hill,82.0,1.7,2.0,0.0,Arizona,USA,MIN,"6'10"" - 7'"
378,Jordan Loyd,76.0,2.4,0.8,0.5,None,USA,TOR,"6'4"" - 6'6"""
379,Jordan McRae,77.0,5.15,1.3,0.8,Tennessee,USA,CLE,"6'4"" - 6'6"""
380,Jordan Mickey,80.0,2.75,2.45,0.35,Louisiana State,USA,MIA,"6'7"" - 6'9"""
381,Jordan Sibert,76.0,3.0,0.0,0.0,University of Dayton,USA,ATL,"6'4"" - 6'6"""
382,Jose Calderon,75.0,3.4,1.5,2.1666666666666665,None,Spain,DET,"6'1"" - 6'3"""
383,Josh Gray,73.0,6.4,2.0,2.4,None,USA,PHX,"6'1"" - 6'3"""
384,Josh Hart,77.0,7.85,3.95,1.35,Villanova,USA,LAL,"6'4"" - 6'6"""
385,Josh Huestis,79.0,4.65,3.4,0.9,Stanford,USA,OKC,"6'7"" - 6'9"""
386,Josh Jackson,80.0,12.3,4.5,1.9,Kansas,USA,PHX,"6'7"" - 6'9"""
387,Josh Magette,73.0,2.6,1.1,3.2,Alabama Huntsville,USA,ATL,"6'1"" - 6'3"""
388,Josh McRoberts,82.0,2.45,1.7,1.15,Duke,USA,DAL,"6'10"" - 7'"
389,Josh Okogie,76.0,7.7,2.9,1.2,Georgia Institute of Technology,Nigeria,MIN,"6'4"" - 6'6"""
390,Josh Richardson,78.0,13.233333333333334,3.4333333333333336,3.1999999999999997,Tennessee,USA,MIA,"6'4"" - 6'6"""
391,Josh Smith,81.0,0.7,1.3,0.0,None,USA,NOP,"6'7"" - 6'9"""
392,Jrue Holiday,76.0,18.533333333333335,4.466666666666667,7.0,UCLA,USA,NOP,"6'4"" - 6'6"""
393,Juancho Hernangomez,81.0,4.666666666666667,3.0,0.6,None,Spain,DEN,"6'7"" - 6'9"""
394,Julian Washburn,80.0,2.2,2.3,0.8,Texas-El Paso,USA,MEM,"6'7"" - 6'9"""
395,Julius Randle,81.0,16.9,8.433333333333332,3.1,Kentucky,USA,LAL,"6'7"" - 6'9"""
396,Julyan Stone,78.0,0.8,1.3,1.1,Texas-El Paso,USA,CHA,"6'4"" - 6'6"""
397,Justin Anderson,78.0,5.666666666666667,2.5,0.6999999999999998,Virginia,USA,PHI,"6'4"" - 6'6"""
398,Justin Hamilton,84.0,6.9,4.1,0.9,Louisiana State,USA,BKN,"6'10"" - 7'"
399,Justin Harper,82.0,4.0,1.7,0.7,Richmond,USA,PHI,"6'10"" - 7'"
400,Justin Holiday,78.0,10.133333333333333,3.5333333333333337,1.7000000000000002,Washington,USA,CHI,"6'4"" - 6'6"""
401,Justin Jackson,80.0,6.95,2.7,1.15,North Carolina,USA,SAC,"6'7"" - 6'9"""
402,Justin Patton,84.0,1.85,1.0,0.5,Creighton,USA,MIN,"6'10"" - 7'"
403,Justise Winslow,79.0,10.433333333333332,5.333333333333333,3.4,Duke,USA,MIA,"6'7"" - 6'9"""
404,Jusuf Nurkic,84.0,13.366666666666667,8.866666666666667,2.3000000000000003,None,Bosnia & Herzegovina,POR,"6'10"" - 7'"
405,KJ McDaniels,78.0,4.2,1.7,0.3,Clemson,USA,BKN,"6'4"" - 6'6"""
406,Kadeem Allen,75.0,5.5,1.6500000000000001,2.35,Arizona,USA,BOS,"6'1"" - 6'3"""
407,Kalin Lucas,73.0,2.0,3.0,1.0,Michigan State,USA,DET,"6'1"" - 6'3"""
408,Karl-Anthony Towns,84.0,23.600000000000005,12.333333333333334,2.8333333333333335,Kentucky,USA,MIN,"6'10"" - 7'"
409,Kawhi Leonard,79.0,22.766666666666666,5.933333333333334,3.033333333333333,San Diego State,USA,TOR,"6'7"" - 6'9"""
410,Kay Felder,69.0,3.8,1.05,1.35,None,USA,CLE,<= 6ft
411,Keita Bates-Diop,81.0,5.0,2.8,0.6,Ohio State,USA,MIN,"6'7"" - 6'9"""
412,Kelly Olynyk,84.0,10.166666666666666,5.066666666666666,2.1666666666666665,Gonzaga,Canada,BOS,"6'10"" - 7'"
413,Kelly Oubre Jr.,79.0,11.1,4.166666666666667,1.0,Kansas,USA,WAS,"6'7"" - 6'9"""
414,Kemba Walker,73.0,23.633333333333336,3.8000000000000003,5.666666666666667,Connecticut,USA,CHA,"6'1"" - 6'3"""
415,Kendrick Perkins,82.0,3.0,1.0,2.0,None,USA,CLE,"6'10"" - 7'"
416,Kenneth Faried,80.0,8.633333333333333,6.3999999999999995,0.6666666666666666,Morehead State,USA,DEN,"6'7"" - 6'9"""
417,Kenrich Williams,79.0,6.1,4.8,1.8,None,USA,NOP,"6'7"" - 6'9"""
418,Kent Bazemore,77.0,11.833333333333334,3.6333333333333333,2.733333333333333,Old Dominion,USA,ATL,"6'4"" - 6'6"""
419,Kentavious Caldwell-Pope,77.0,12.866666666666667,3.8000000000000003,2.0,Georgia,USA,LAL,"6'4"" - 6'6"""
420,Kevin Durant,81.0,25.833333333333332,7.166666666666667,5.366666666666667,Texas,USA,GSW,"6'7"" - 6'9"""
421,Kevin Huerter,79.0,9.7,3.3,2.9,Maryland,USA,ATL,"6'7"" - 6'9"""
422,Kevin Knox II,81.0,12.8,4.5,1.1,Kentucky,USA,NYK,"6'7"" - 6'9"""
423,Kevin Love,82.0,17.866666666666667,10.433333333333335,1.9333333333333336,UCLA,USA,CLE,"6'10"" - 7'"
424,Kevin Seraphin,82.0,4.7,2.9,0.5,Le Moyne,France,IND,"6'10"" - 7'"
425,Kevon Looney,81.0,4.266666666666667,3.6,0.8666666666666667,UCLA,USA,GSW,"6'7"" - 6'9"""
426,Khem Birch,81.0,4.5,4.05,0.8,UNLV,Canada,ORL,"6'7"" - 6'9"""
427,Khris Middleton,80.0,17.700000000000003,5.133333333333333,3.9000000000000004,Texas A&M,USA,MIL,"6'7"" - 6'9"""
428,Khyri Thomas,75.0,2.3,0.8,0.3,Creighton,USA,DET,"6'1"" - 6'3"""
429,Klay Thompson,79.0,21.266666666666666,3.766666666666667,2.3333333333333335,Washington State,USA,GSW,"6'7"" - 6'9"""
430,Kobi Simmons,76.0,3.05,0.8,1.05,Arizona,USA,MEM,"6'4"" - 6'6"""
431,Kosta Koufos,84.0,5.666666666666667,5.5,0.9333333333333332,Ohio State,USA,SAC,"6'10"" - 7'"
432,Kostas Antetokounmpo,82.0,1.0,0.5,0.0,University of Dayton,Greece,DAL,"6'10"" - 7'"
433,Kris Dunn,76.0,9.500000000000002,3.4999999999999996,4.8,Providence,USA,CHI,"6'4"" - 6'6"""
434,Kris Humphries,81.0,4.6,3.7,0.5,Minnesota,USA,ATL,"6'7"" - 6'9"""
435,Kristaps Porzingis,87.0,20.4,6.9,1.35,None,Latvia,NYK,> 7ft
436,Kyle Anderson,81.0,6.433333333333334,4.7,2.3333333333333335,UCLA,USA,MEM,"6'7"" - 6'9"""
437,Kyle Collinsworth,78.0,3.2,3.3,1.8,Brigham Young,USA,DAL,"6'4"" - 6'6"""
438,Kyle Korver,79.0,9.299999999999999,2.4666666666666663,1.3333333333333333,Creighton,USA,UTA,"6'7"" - 6'9"""
439,Kyle Kuzma,81.0,17.4,5.9,2.15,Utah,USA,LAL,"6'7"" - 6'9"""
440,Kyle Lowry,72.33333333333333,17.599999999999998,5.066666666666666,7.533333333333334,Villanova,USA,TOR,"6'1"" - 6'3"""
441,Kyle O'Quinn,82.0,5.633333333333333,4.766666666666667,1.5999999999999999,Norfolk State,USA,NYK,"6'10"" - 7'"
442,Kyle Singler,80.0,2.3499999999999996,1.15,0.25,Duke,USA,OKC,"6'7"" - 6'9"""
443,Kyle Wiltjer,82.0,0.9,0.7,0.1,Gonzaga,Canada,HOU,"6'10"" - 7'"
444,Kyrie Irving,75.0,24.466666666666665,4.0,5.933333333333333,Duke,Australia,BOS,"6'1"" - 6'3"""
445,LaMarcus Aldridge,83.0,20.566666666666666,8.333333333333334,2.1,Texas,USA,SAS,"6'10"" - 7'"
446,Lamar Patterson,77.0,1.8,1.4,1.2,Pittsburgh,USA,ATL,"6'4"" - 6'6"""
447,Lance Stephenson,77.66666666666667,7.733333333333333,3.766666666666667,2.766666666666666,Cincinnati,USA,IND,"6'4"" - 6'6"""
448,Lance Thomas,80.0,4.866666666666666,2.6666666666666665,0.6666666666666666,Duke,USA,NYK,"6'7"" - 6'9"""
449,Landry Shamet,77.0,9.1,1.7,1.5,Wichita State,USA,LAC,"6'4"" - 6'6"""
450,Langston Galloway,74.0,7.5,1.9333333333333336,1.1333333333333335,None,USA,DET,"6'1"" - 6'3"""
451,Larry Drew II,74.0,1.7,0.3,1.0,UCLA,USA,NOP,"6'1"" - 6'3"""
452,Larry Nance Jr.,81.0,8.4,6.966666666666666,1.9666666666666668,Wyoming,USA,LAL,"6'7"" - 6'9"""
453,Larry Sanders,83.0,0.8,0.8,0.0,Virginia Commonwealth,USA,CLE,"6'10"" - 7'"
454,Lauri Markkanen,84.0,16.95,8.25,1.2999999999999998,Arizona,Finland,CHI,"6'10"" - 7'"
455,Lavoy Allen,81.0,2.9,3.6,0.9,Temple,USA,IND,"6'7"" - 6'9"""
456,LeBron James,80.0,27.099999999999998,8.566666666666666,8.7,None,USA,CLE,"6'7"" - 6'9"""
457,Leandro Barbosa,75.0,6.3,1.6,1.2,None,Brazil,PHX,"6'1"" - 6'3"""
458,London Perrantes,74.0,0.5,0.3,0.4,Virginia,USA,SAS,"6'1"" - 6'3"""
459,Lonnie Walker IV,77.0,2.6,1.0,0.5,Miami,USA,SAS,"6'4"" - 6'6"""
460,Lonzo Ball,78.0,10.05,6.1,6.300000000000001,UCLA,USA,LAL,"6'4"" - 6'6"""
461,Lorenzo Brown,77.0,2.2,1.15,1.0,North Carolina State,USA,TOR,"6'4"" - 6'6"""
462,Lou Williams,73.0,20.033333333333335,2.6666666666666665,4.566666666666667,None,USA,HOU,"6'1"" - 6'3"""
463,Luc Mbah a Moute,80.0,6.2,2.3000000000000003,0.6333333333333333,California-Los Angeles,Cameroon,HOU,"6'7"" - 6'9"""
464,Lucas Nogueira,84.0,3.45,3.05,0.55,None,Brazil,TOR,"6'10"" - 7'"
465,Luis Montero,79.0,0.0,1.0,0.0,Westchester CC NY,Dominican Republic,DET,"6'7"" - 6'9"""
466,Luis Scola,81.0,5.1,3.9,1.0,None,Argentina,BKN,"6'7"" - 6'9"""
467,Luka Doncic,79.0,21.2,7.8,6.0,None,Slovenia,DAL,"6'7"" - 6'9"""
468,Luke Babbitt,81.0,5.0,2.0,0.55,Nevada,USA,MIA,"6'7"" - 6'9"""
469,Luke Kennard,77.0,8.649999999999999,2.65,1.75,Duke,USA,DET,"6'4"" - 6'6"""
470,Luke Kornet,85.0,6.85,3.05,1.25,Vanderbilt,USA,NYK,> 7ft
471,Luol Deng,81.0,5.566666666666666,2.8666666666666667,1.0333333333333334,Duke,United Kingdom,LAL,"6'7"" - 6'9"""
472,Malachi Richardson,78.0,2.8000000000000003,0.9666666666666667,0.3333333333333333,Syracuse,USA,TOR,"6'4"" - 6'6"""
473,Malcolm Brogdon,77.0,12.933333333333332,3.533333333333333,3.5333333333333337,Virginia,USA,MIL,"6'4"" - 6'6"""
474,Malcolm Delaney,75.0,5.85,1.7999999999999998,2.8,Virginia Tech,USA,ATL,"6'1"" - 6'3"""
475,Malcolm Miller,79.0,3.0,0.75,0.15000000000000002,Holy Cross,USA,TOR,"6'7"" - 6'9"""
476,Malik Beasley,77.0,6.1000000000000005,1.4666666666666668,0.7333333333333334,Florida State,USA,DEN,"6'4"" - 6'6"""
477,Malik Monk,75.0,7.800000000000001,1.45,1.5,Kentucky,USA,CHA,"6'1"" - 6'3"""
478,Mangok Mathiang,82.0,2.0,2.5,0.0,Louisville,Australia,CHA,"6'10"" - 7'"
479,Manny Harris,77.0,2.0,2.3,0.5,Michigan,USA,DAL,"6'4"" - 6'6"""
480,Manu Ginobili,78.0,8.2,2.25,2.6,None,Argentina,SAS,"6'4"" - 6'6"""
481,MarShon Brooks,77.0,13.350000000000001,2.3,2.25,Providence,USA,MEM,"6'4"" - 6'6"""
482,Marc Gasol,85.0,16.766666666666666,7.433333333333334,4.4,None,Spain,TOR,> 7ft
483,Marcelo Huertas,75.0,2.7,1.0,2.3,None,Brazil,LAL,"6'1"" - 6'3"""
