,player_name,height (in),pts,reb,ast,college,country,team,Height Range
484,Marcin Gortat,83.0,8.066666666666668,7.866666666666667,1.5666666666666667,None,Poland,LAC,"6'10"" - 7'"
485,Marco Belinelli,77.0,11.033333333333333,2.2666666666666666,1.8666666666666665,None,Italy,CHA,"6'4"" - 6'6"""
486,Marcus Derrickson,79.0,4.2,1.2,0.1,None,USA,GSW,"6'7"" - 6'9"""
487,Marcus Georges-Hunt,77.5,2.0999999999999996,1.1,0.4,Georgia Tech,USA,ORL,"6'4"" - 6'6"""
488,Marcus Morris,81.0,14.0,4.6,2.0,Kansas,USA,DET,"6'7"" - 6'9"""
489,Marcus Morris Sr.,81.0,13.75,5.75,1.4,Kansas,USA,BOS,"6'7"" - 6'9"""
490,Marcus Paige,72.0,2.4,0.8,0.6,North Carolina,USA,CHA,<= 6ft
491,Marcus Smart,76.0,9.899999999999999,3.4333333333333336,4.466666666666666,Oklahoma State,USA,BOS,"6'4"" - 6'6"""
492,Marcus Thornton,76.0,6.6,2.3,1.2,Louisiana State,USA,WAS,"6'4"" - 6'6"""
493,Mario Chalmers,74.0,7.7,2.4,3.0,Kansas,USA,MEM,"6'1"" - 6'3"""
494,Mario Hezonja,80.0,7.766666666666666,3.3333333333333335,1.3,None,Croatia,NYK,"6'7"" - 6'9"""
495,Markel Brown,75.0,1.3,1.3,0.5,Oklahoma State,USA,HOU,"6'1"" - 6'3"""
496,Markelle Fultz,76.0,7.6499999999999995,3.4000000000000004,3.45,Washington,USA,PHI,"6'4"" - 6'6"""
497,Markieff Morris,82.0,11.633333333333333,5.566666666666666,1.6666666666666667,Kansas,USA,WAS,"6'10"" - 7'"
498,Marquese Chriss,82.0,7.033333333333334,4.333333333333333,0.7999999999999999,Washington,USA,CLE,"6'10"" - 7'"
499,Marquis Teague,74.0,3.7,2.0,4.3,Kentucky,USA,MEM,"6'1"" - 6'3"""
500,Marreese Speights,82.0,8.2,3.55,0.8,Florida,USA,ORL,"6'10"" - 7'"
501,Marshall Plumlee,84.0,1.85,2.25,0.4,Duke,USA,MIL,"6'10"" - 7'"
502,Marvin Bagley III,83.0,14.9,7.6,1.0,Duke,USA,SAC,"6'10"" - 7'"
503,Marvin Williams,81.0,10.266666666666666,5.566666666666667,1.2666666666666666,North Carolina,USA,CHA,"6'7"" - 6'9"""
504,Mason Plumlee,83.0,8.433333333333332,6.433333333333334,2.8000000000000003,Duke,USA,DEN,"6'10"" - 7'"
505,Matt Barnes,79.0,7.1,5.2,2.6,UCLA,USA,GSW,"6'7"" - 6'9"""
506,Matt Costello,82.0,1.0,2.3,0.5,Michigan State,USA,SAS,"6'10"" - 7'"
507,Matt Williams Jr.,77.0,1.7,0.3,0.0,Central Florida,USA,MIA,"6'4"" - 6'6"""
508,Matthew Dellavedova,76.0,5.933333333333333,1.7333333333333332,4.1000000000000005,Saint Mary's (CA),Australia,MIL,"6'4"" - 6'6"""
509,Maurice Harkless,81.0,8.066666666666666,3.866666666666667,1.0666666666666667,"St. John's, N.Y.",USA,POR,"6'7"" - 6'9"""
510,Maurice Ndour,81.0,3.1,2.0,0.3,Ohio U.,Senegal,NYK,"6'7"" - 6'9"""
511,Maxi Kleber,83.0,6.1,3.9499999999999997,0.85,None,Germany,DAL,"6'10"" - 7'"
512,Melvin Frazier Jr.,78.0,1.5,0.5,0.1,Tulane,USA,ORL,"6'4"" - 6'6"""
513,Metta World Peace,79.0,2.3,0.8,0.4,St. John's (NY),USA,LAL,"6'7"" - 6'9"""
514,Meyers Leonard,85.0,4.9,3.0333333333333337,0.9,Illinois,USA,POR,> 7ft
515,Michael Beasley,81.33333333333333,9.866666666666665,3.766666666666666,1.2,Kansas State,USA,MIL,"6'10"" - 7'"
516,Michael Carter-Williams,78.0,5.333333333333333,2.8666666666666667,2.4,Syracuse,USA,ORL,"6'4"" - 6'6"""
517,Michael Gbinije,79.0,0.4,0.3,0.2,Syracuse,USA,DET,"6'7"" - 6'9"""
518,Michael Kidd-Gilchrist,79.0,8.366666666666665,4.966666666666666,1.1333333333333333,Kentucky,USA,CHA,"6'7"" - 6'9"""
519,Mikal Bridges,79.0,8.3,3.2,2.1,Villanova,USA,PHX,"6'7"" - 6'9"""
520,Mike Conley,73.0,19.566666666666666,3.0666666666666664,5.6000000000000005,Ohio State,USA,MEM,"6'1"" - 6'3"""
521,Mike Dunleavy,81.0,5.2,2.2,0.9,Duke,USA,ATL,"6'7"" - 6'9"""
522,Mike James,73.0,9.3,2.5,3.5,Lamar,USA,PHX,"6'1"" - 6'3"""
523,Mike Miller,80.0,1.4,1.9,1.1,Florida,USA,DEN,"6'7"" - 6'9"""
524,Mike Muscala,83.0,6.933333333333334,3.8333333333333335,1.2,Bucknell,USA,ATL,"6'10"" - 7'"
525,Mike Scott,80.0,5.7,2.966666666666667,0.9333333333333335,Virginia,USA,WAS,"6'7"" - 6'9"""
526,Mike Tobey,84.0,1.0,1.5,0.5,Virginia,USA,CHA,"6'10"" - 7'"
527,Miles Bridges,79.0,7.5,4.0,1.2,Michigan State,USA,CHA,"6'7"" - 6'9"""
528,Miles Plumlee,83.0,3.733333333333333,2.8000000000000003,0.7333333333333334,Duke,USA,CHA,"6'10"" - 7'"
529,Milos Teodosic,77.0,6.35,1.95,3.3499999999999996,None,Serbia,LAC,"6'4"" - 6'6"""
530,Milton Doyle,76.0,3.4,1.8,1.0,Loyola (IL),USA,BKN,"6'4"" - 6'6"""
531,Mindaugas Kuzminskas,81.0,3.15,0.95,0.5,None,Lithuania,NYK,"6'7"" - 6'9"""
532,Mirza Teletovic,81.0,6.75,2.3,0.85,None,Bosnia and Herzegovina,MIL,"6'7"" - 6'9"""
533,Mitchell Creek,78.0,4.2,2.4,1.2,None,Australia,MIN,"6'4"" - 6'6"""
534,Mitchell Robinson,85.0,7.3,6.4,0.6,None,USA,NYK,> 7ft
535,Mo Bamba,84.0,6.2,5.0,0.8,University of Texas at Austin,USA,ORL,"6'10"" - 7'"
536,Monta Ellis,75.0,8.5,2.8,3.2,None,USA,IND,"6'1"" - 6'3"""
537,Monte Morris,75.0,6.85,1.5499999999999998,2.95,Iowa State,USA,DEN,"6'1"" - 6'3"""
538,Montrezl Harrell,80.0,12.233333333333334,4.766666666666667,1.3666666666666665,Louisville,USA,LAC,"6'7"" - 6'9"""
539,Moritz Wagner,83.0,4.8,2.0,0.6,Michigan,Germany,LAL,"6'10"" - 7'"
540,Myke Henry,78.0,5.4,1.9,1.1,None,USA,MEM,"6'4"" - 6'6"""
541,Myles Turner,83.0,13.5,6.966666666666666,1.4000000000000001,Texas,USA,IND,"6'10"" - 7'"
542,Nate Wolters,76.0,0.4,0.4,0.2,South Dakota State,USA,UTA,"6'4"" - 6'6"""
543,Naz Mitrou-Long,76.0,2.05,0.2,0.55,Iowa State,Canada,UTA,"6'4"" - 6'6"""
544,Nemanja Bjelica,82.0,7.533333333333334,4.566666666666666,1.4666666666666668,None,Serbia,MIN,"6'10"" - 7'"
545,Nene,83.0,6.3999999999999995,3.5,0.8333333333333334,None,Brazil,HOU,"6'10"" - 7'"
546,Nerlens Noel,83.0,6.0,5.199999999999999,0.7666666666666666,Kentucky,USA,DAL,"6'10"" - 7'"
547,Nick Collison,82.0,1.9,1.4500000000000002,0.44999999999999996,Kansas,USA,OKC,"6'10"" - 7'"
548,Nick Young,79.0,7.6000000000000005,1.4000000000000001,0.6666666666666666,USC,USA,GSW,"6'7"" - 6'9"""
549,Nicolas Batum,80.0,12.0,5.3999999999999995,4.9,None,France,CHA,"6'7"" - 6'9"""
550,Nicolas Brussino,80.0,1.4,1.3,0.45,None,Argentina,ATL,"6'7"" - 6'9"""
551,Nicolas Laprovittola,76.0,3.3,0.6,1.6,None,Argentina,SAS,"6'4"" - 6'6"""
552,Nigel Hayes,79.0,3.0,2.4,0.7,Wisconsin,USA,SAC,"6'7"" - 6'9"""
553,Nik Stauskas,78.0,6.6000000000000005,2.1,1.5333333333333332,Michigan,Canada,PHI,"6'4"" - 6'6"""
554,Nikola Jokic,82.66666666666667,18.433333333333334,10.433333333333334,6.1000000000000005,None,Serbia,DEN,"6'10"" - 7'"
555,Nikola Mirotic,82.0,13.799999999999999,6.766666666666667,1.2666666666666666,None,Montenegro,CHI,"6'10"" - 7'"
556,Nikola Vucevic,84.0,17.3,10.533333333333333,3.3333333333333335,USC,Montenegro,ORL,"6'10"" - 7'"
557,Noah Vonleh,81.0,5.900000000000001,6.266666666666667,0.9666666666666667,Indiana,USA,NYK,"6'7"" - 6'9"""
558,Norman Powell,76.0,7.5,2.066666666666667,1.3,UCLA,USA,TOR,"6'4"" - 6'6"""
559,Norris Cole,74.0,3.3,0.8,1.1,Cleveland State,USA,OKC,"6'1"" - 6'3"""
560,OG Anunoby,80.0,6.45,2.7,0.7,Indiana,United Kingdom,TOR,"6'7"" - 6'9"""
561,Okaro White,80.0,2.033333333333333,1.5999999999999999,0.3,Florida State,USA,CLE,"6'7"" - 6'9"""
562,Omari Johnson,81.0,5.5,2.8,1.8,Oregon State,Jamaica,MEM,"6'7"" - 6'9"""
563,Omari Spellman,81.0,5.9,4.2,1.0,Villanova,USA,ATL,"6'7"" - 6'9"""
564,Omer Asik,84.0,1.9500000000000002,3.95,0.35,None,Turkey,CHI,"6'10"" - 7'"
565,Omri Casspi,81.0,5.733333333333333,3.366666666666667,0.9,None,Israel,MIN,"6'7"" - 6'9"""
566,Otto Porter Jr.,80.0,14.0,6.133333333333333,1.8666666666666665,Georgetown,USA,WAS,"6'7"" - 6'9"""
567,P.J. Tucker,78.0,6.699999999999999,5.699999999999999,1.05,Texas,USA,HOU,"6'4"" - 6'6"""
568,PJ Dozier,78.0,2.1,1.65,0.4,South Carolina,USA,BOS,"6'4"" - 6'6"""
569,PJ Tucker,78.0,6.7,5.8,1.2,Texas,USA,TOR,"6'4"" - 6'6"""
570,Pascal Siakam,81.0,9.466666666666667,4.933333333333334,1.8,New Mexico State,Cameroon,TOR,"6'7"" - 6'9"""
571,Pat Connaughton,76.66666666666667,4.933333333333334,2.5,1.2666666666666666,Notre Dame,USA,MIL,"6'4"" - 6'6"""
572,Patricio Garino,78.0,0.0,1.4,0.0,George Washington,Argentina,ORL,"6'4"" - 6'6"""
573,Patrick Beverley,73.0,9.766666666666666,5.0,3.633333333333333,None,USA,LAC,"6'1"" - 6'3"""
574,Patrick McCaw,79.0,3.533333333333333,1.5,1.1666666666666667,Nevada-Las Vegas,USA,GSW,"6'7"" - 6'9"""
575,Patrick Patterson,81.0,4.766666666666667,3.0666666666666664,0.7999999999999999,Kentucky,USA,OKC,"6'7"" - 6'9"""
576,Patty Mills,72.0,9.799999999999999,1.9666666666666668,3.1,St. Mary's (CA),Australia,SAS,<= 6ft
577,Pau Gasol,84.0,8.799999999999999,6.8,2.3666666666666667,None,Spain,SAS,"6'10"" - 7'"
578,Paul George,81.0,24.53333333333333,6.833333333333333,3.5666666666666664,Fresno State,USA,OKC,"6'7"" - 6'9"""
579,Paul Millsap,80.0,15.100000000000001,7.1000000000000005,2.8333333333333335,Louisiana Tech,USA,DEN,"6'7"" - 6'9"""
580,Paul Pierce,79.0,3.2,1.9,0.4,Kansas,USA,LAC,"6'7"" - 6'9"""
581,Paul Zipser,80.0,4.75,2.5999999999999996,0.8500000000000001,None,Germany,CHI,"6'7"" - 6'9"""
582,Pierre Jackson,70.0,4.4,1.1,2.4,Baylor,USA,DAL,<= 6ft
583,Quincy Acy,79.0,4.466666666666667,3.0666666666666664,0.7000000000000001,Baylor,USA,BKN,"6'7"" - 6'9"""
584,Quincy Pondexter,79.0,1.9,1.05,0.45,Washington,USA,SAS,"6'7"" - 6'9"""
585,Quinn Cook,74.0,7.333333333333333,1.7,2.066666666666667,Duke,USA,GSW,"6'1"" - 6'3"""
586,RJ Hunter,77.0,6.933333333333334,1.4333333333333333,1.2,Georgia State,USA,BOS,"6'4"" - 6'6"""
587,Rajon Rondo,73.0,8.433333333333334,4.8,7.633333333333333,Kentucky,USA,CHI,"6'1"" - 6'3"""
588,Rakeem Christmas,81.0,2.0,1.9,0.1,Syracuse,USA,IND,"6'7"" - 6'9"""
589,Ramon Sessions,75.0,5.550000000000001,1.45,2.7,Nevada-Reno,USA,WAS,"6'1"" - 6'3"""
590,Randy Foye,76.0,5.2,2.2,2.0,Villanova,USA,BKN,"6'4"" - 6'6"""
591,Rashad Vaughn,78.0,2.9,1.0,0.55,Nevada-Las Vegas,USA,MIL,"6'4"" - 6'6"""
592,Raul Neto,73.0,4.1000000000000005,1.2333333333333334,1.7333333333333334,None,Brazil,UTA,"6'1"" - 6'3"""
593,Rawle Alkins,77.0,3.7,2.6,1.3,None,USA,CHI,"6'4"" - 6'6"""
594,Ray Spalding,82.0,3.9,3.4,0.4,Louisville,USA,PHX,"6'10"" - 7'"
595,Raymond Felton,73.0,5.966666666666666,1.8666666666666665,2.1666666666666665,North Carolina,USA,LAC,"6'1"" - 6'3"""
596,Reggie Bullock,79.0,9.033333333333333,2.433333333333333,1.4666666666666668,North Carolina,USA,DET,"6'7"" - 6'9"""
597,Reggie Hearn,77.0,1.0,0.0,0.0,Northwestern,USA,DET,"6'4"" - 6'6"""
598,Reggie Jackson,75.0,14.833333333333334,2.533333333333333,4.8999999999999995,Boston College,USA,DET,"6'1"" - 6'3"""
599,Reggie Williams,79.13385826771653,4.5,1.0,0.7,Virginia Military Institute,USA,NOP,"6'7"" - 6'9"""
600,Richard Jefferson,79.0,3.6,1.75,0.9,Arizona,USA,DEN,"6'7"" - 6'9"""
601,Richaun Holmes,82.0,8.166666666666666,4.866666666666666,1.0666666666666667,Bowling Green,USA,PHX,"6'10"" - 7'"
602,Ricky Rubio,76.0,12.299999999999999,4.1,6.833333333333333,None,Spain,UTA,"6'4"" - 6'6"""
603,Robert Covington,81.0,12.933333333333335,5.8,1.5999999999999999,Tennessee State,USA,MIN,"6'7"" - 6'9"""
604,Robert Williams III,82.0,2.5,2.5,0.2,Texas A&M,USA,BOS,"6'10"" - 7'"
605,Robin Lopez,84.0,10.566666666666666,4.933333333333334,1.3666666666666665,Stanford,USA,CHI,"6'10"" - 7'"
606,Rodions Kurucs,81.0,8.5,3.9,0.8,None,Latvia,BKN,"6'7"" - 6'9"""
607,Rodney Hood,80.0,12.866666666666665,2.8000000000000003,1.6666666666666667,Duke,USA,CLE,"6'7"" - 6'9"""
608,Rodney McGruder,76.0,6.366666666666667,2.9,1.4000000000000001,Kansas State,USA,MIA,"6'4"" - 6'6"""
609,Rodney Purvis,76.0,6.0,1.7,1.1,Connecticut,USA,ORL,"6'4"" - 6'6"""
610,Rodney Stuckey,77.0,7.2,2.2,2.2,Eastern Washington,USA,IND,"6'4"" - 6'6"""
611,Ron Baker,76.0,2.4666666666666663,1.2,1.5666666666666667,Wichita State,USA,NYK,"6'4"" - 6'6"""
612,Rondae Hollis-Jefferson,79.0,10.5,5.966666666666666,2.033333333333333,Arizona,USA,BKN,"6'7"" - 6'9"""
613,Ronnie Price,74.0,1.0,0.8,1.3,Utah Valley,USA,PHX,"6'1"" - 6'3"""
614,Roy Hibbert,86.0,4.6,3.2,0.4,Georgetown,USA,DEN,> 7ft
615,Royce O'Neale,78.0,5.1,3.45,1.45,Baylor,USA,UTA,"6'4"" - 6'6"""
616,Rudy Gay,80.0,14.633333333333333,6.066666666666666,2.233333333333333,Connecticut,USA,SAC,"6'7"" - 6'9"""
617,Rudy Gobert,85.0,14.466666666666667,12.133333333333333,1.5333333333333332,None,France,UTA,> 7ft
618,Russell Westbrook,75.0,26.633333333333336,10.633333333333333,10.466666666666667,UCLA,USA,OKC,"6'1"" - 6'3"""
619,Ryan Anderson,82.0,8.466666666666667,3.9333333333333336,0.8666666666666667,California,USA,HOU,"6'10"" - 7'"
620,Ryan Arcidiacono,75.0,4.35,1.85,2.4,Villanova,USA,CHI,"6'1"" - 6'3"""
621,Ryan Broekhoff,79.0,4.0,1.5,0.5,None,Australia,DAL,"6'7"" - 6'9"""
622,Ryan Kelly,83.0,1.6,1.1,0.5,Duke,USA,ATL,"6'10"" - 7'"
623,Salah Mejri,86.0,3.4333333333333336,3.9333333333333336,0.6,None,Tunisia,DAL,> 7ft
624,Sam Dekker,81.0,5.6000000000000005,3.066666666666667,0.8333333333333334,Wisconsin,USA,WAS,"6'7"" - 6'9"""
625,Sasha Vujacic,79.0,3.0,1.4,1.2,None,Slovenia,NYK,"6'7"" - 6'9"""
626,Scott Machado,73.0,2.5,0.0,0.8,Iona,USA,LAL,"6'1"" - 6'3"""
627,Scotty Hopson,79.0,1.0,0.0,1.0,Tennessee,USA,DAL,"6'7"" - 6'9"""
628,Sean Kilpatrick,76.0,9.7,2.85,1.55,Cincinnati,USA,BKN,"6'4"" - 6'6"""
629,Semaj Christon,75.0,2.9,1.4,2.0,Xavier,USA,OKC,"6'1"" - 6'3"""
630,Semi Ojeleye,79.0,3.0,1.85,0.35,Southern Methodist,USA,BOS,"6'7"" - 6'9"""
631,Serge Ibaka,82.0,14.133333333333335,7.066666666666666,1.0,None,Democratic Republic of the Congo,TOR,"6'10"" - 7'"
632,Sergio Rodriguez,75.0,7.8,2.3,5.1,None,Spain,PHI,"6'1"" - 6'3"""
633,Seth Curry,74.0,10.350000000000001,2.1,1.8,Duke,USA,DAL,"6'1"" - 6'3"""
634,Shabazz Muhammad,78.0,7.45,2.3,0.35,UCLA,USA,MIN,"6'4"" - 6'6"""
635,Shabazz Napier,73.0,7.400000000000001,1.7666666666666666,1.9666666666666666,Connecticut,USA,BKN,"6'1"" - 6'3"""
636,Shai Gilgeous-Alexander,78.0,10.8,2.8,3.3,Kentucky,Canada,LAC,"6'4"" - 6'6"""
637,Shake Milton,78.0,4.4,1.8,0.9,Southern Methodist,USA,PHI,"6'4"" - 6'6"""
638,Shane Larkin,71.0,4.3,1.7,1.8,Miami,USA,BOS,<= 6ft
639,Shaquille Harrison,76.0,6.55,2.85,2.15,Tulsa,USA,CHI,"6'4"" - 6'6"""
640,Shaun Livingston,79.0,4.866666666666666,1.8666666666666665,1.8666666666666665,None,USA,GSW,"6'7"" - 6'9"""
641,Shawn Long,81.0,8.2,4.7,0.7,Louisiana-Lafayette,USA,PHI,"6'7"" - 6'9"""
642,Sheldon Mac,78.0,3.0,1.1,0.5,Miami (Fla.),USA,WAS,"6'4"" - 6'6"""
643,Shelvin Mack,75.0,7.3999999999999995,2.1666666666666665,3.2999999999999994,Butler,USA,UTA,"6'1"" - 6'3"""
644,Sindarius Thornwell,77.0,2.45,1.2999999999999998,0.6,South Carolina,USA,LAC,"6'4"" - 6'6"""
645,Skal Labissiere,83.0,6.833333333333333,3.9,0.8333333333333334,Kentucky,Haiti,SAC,"6'10"" - 7'"
646,Solomon Hill,79.0,4.566666666666666,3.266666666666667,1.6333333333333335,Arizona,USA,NOP,"6'7"" - 6'9"""
647,Spencer Dinwiddie,78.0,12.233333333333333,2.7999999999999994,4.766666666666667,Colorado,USA,BKN,"6'4"" - 6'6"""
648,Spencer Hawes,85.0,6.2,3.5,1.5,Washington,USA,MIL,> 7ft
649,Stanley Johnson,79.0,6.666666666666667,3.1666666666666665,1.4333333333333333,Arizona,USA,DET,"6'7"" - 6'9"""
650,Stephen Curry,75.0,26.333333333333332,4.966666666666666,5.966666666666666,Davidson,USA,GSW,"6'1"" - 6'3"""
651,Stephen Zimmerman,84.0,1.2,1.8,0.2,Nevada-Las Vegas,USA,ORL,"6'10"" - 7'"
652,Sterling Brown,78.0,5.2,2.9000000000000004,0.95,Southern Methodist,USA,MIL,"6'4"" - 6'6"""
653,Steve Novak,82.0,0.6,0.4,0.0,Marquette,USA,MIL,"6'10"" - 7'"
654,Steven Adams,84.0,13.033333333333333,8.733333333333333,1.3,Pittsburgh,New Zealand,OKC,"6'10"" - 7'"
655,Svi Mykhailiuk,80.0,3.2,0.9,0.9,Kansas,Ukraine,DET,"6'7"" - 6'9"""
656,T.J. McConnell,74.0,6.533333333333334,2.7999999999999994,4.666666666666667,Arizona,USA,PHI,"6'1"" - 6'3"""
657,T.J. Warren,80.0,18.8,4.55,1.4,North Carolina State,USA,PHX,"6'7"" - 6'9"""
658,TJ Leaf,82.0,3.4,1.85,0.30000000000000004,UCLA,USA,IND,"6'10"" - 7'"
659,TJ Warren,80.0,14.4,5.1,1.1,North Carolina State,USA,PHX,"6'7"" - 6'9"""
660,Tahjere McCall,77.0,4.0,1.0,0.0,Tennessee State,USA,BKN,"6'4"" - 6'6"""
661,Taj Gibson,81.0,11.266666666666666,6.6000000000000005,1.0999999999999999,USC,USA,MIN,"6'7"" - 6'9"""
662,Tarik Black,81.0,4.6,4.15,0.44999999999999996,Kansas,USA,LAL,"6'7"" - 6'9"""
663,Taurean Prince,80.0,11.100000000000001,3.6666666666666665,1.866666666666667,Baylor,USA,ATL,"6'7"" - 6'9"""
664,Terrance Ferguson,79.0,5.0,1.35,0.65,None,USA,OKC,"6'7"" - 6'9"""
665,Terrence Jones,81.0,5.9,3.85,0.55,Kentucky,USA,MIL,"6'7"" - 6'9"""
666,Terrence Ross,79.0,11.6,3.033333333333333,1.4666666666666668,Washington,USA,ORL,"6'7"" - 6'9"""
667,Terry Rozier,73.66666666666667,8.6,3.9000000000000004,2.533333333333333,Louisville,USA,BOS,"6'1"" - 6'3"""
668,Thabo Sefolosha,79.0,6.3999999999999995,3.7000000000000006,1.0333333333333332,None,Switzerland,UTA,"6'7"" - 6'9"""
669,Thaddeus Young,80.0,11.800000000000002,6.3,2.0,Georgia Tech,USA,IND,"6'7"" - 6'9"""
670,Theo Pinson,78.0,4.5,2.0,1.2,None,USA,BKN,"6'4"" - 6'6"""
671,Thomas Bryant,82.5,6.0,3.7,0.8500000000000001,Indiana,USA,WAS,"6'10"" - 7'"
672,Thomas Robinson,82.0,5.0,4.6,0.6,Kansas,USA,LAL,"6'10"" - 7'"
673,Thomas Welsh,84.0,1.6,0.4,0.5,UCLA,USA,DEN,"6'10"" - 7'"
674,Thon Maker,85.0,4.6000000000000005,2.733333333333333,0.5666666666666667,None,South Sudan,MIL,> 7ft
675,Tiago Splitter,83.0,4.9,2.8,0.5,None,Brazil,PHI,"6'10"" - 7'"
676,Tim Frazier,73.0,5.133333333333333,2.466666666666667,4.233333333333333,None,USA,NOP,"6'1"" - 6'3"""
677,Tim Hardaway Jr.,78.0,16.7,3.3666666666666667,2.466666666666667,Michigan,USA,ATL,"6'4"" - 6'6"""
678,Tim Quarterman,78.0,1.6,0.95,0.5,Louisiana State,USA,HOU,"6'4"" - 6'6"""
679,Timofey Mozgov,85.0,5.800000000000001,4.050000000000001,0.6000000000000001,None,Russia,LAL,> 7ft
680,Timothe Luwawu-Cabarrot,78.0,5.599999999999999,1.8333333333333333,0.8666666666666667,None,France,CHI,"6'4"" - 6'6"""
681,Tobias Harris,81.0,18.233333333333334,6.166666666666667,2.3,Tennessee,USA,PHI,"6'7"" - 6'9"""
682,Tomas Satoransky,79.0,6.266666666666667,2.733333333333333,3.5,None,Czech Republic,WAS,"6'7"" - 6'9"""
683,Toney Douglas,74.0,4.9,2.5,2.3,Florida State,USA,MEM,"6'1"" - 6'3"""
684,Tony Allen,76.0,6.9,3.8,0.8999999999999999,Oklahoma State,USA,MEM,"6'4"" - 6'6"""
685,Tony Bradley,82.0,3.3000000000000003,3.1,0.2,North Carolina,USA,UTA,"6'10"" - 7'"
686,Tony Parker,74.0,9.1,1.6666666666666667,3.9,None,France,SAS,"6'1"" - 6'3"""
687,Tony Snell,79.0,7.133333333333333,2.3666666666666667,1.1333333333333335, ,USA,MIL,"6'7"" - 6'9"""
688,Torrey Craig,78.5,4.95,3.4,0.8,South Carolina Upstate,USA,DEN,"6'7"" - 6'9"""
689,Trae Young,74.0,19.1,3.7,8.1,Oklahoma,USA,ATL,"6'1"" - 6'3"""
690,Travis Wear,82.0,4.4,2.2,0.4,UCLA,USA,LAL,"6'10"" - 7'"
691,Treveon Graham,77.33333333333333,3.9,1.9333333333333336,0.7000000000000001,Virginia Commonwealth,USA,CHA,"6'4"" - 6'6"""
692,Trevon Duval,74.0,1.7,0.3,0.7,None,USA,HOU,"6'1"" - 6'3"""
693,Trevor Ariza,80.0,11.966666666666667,5.166666666666667,2.5,UCLA,USA,WAS,"6'7"" - 6'9"""
694,Trevor Booker,80.0,8.15,6.35,1.5499999999999998,Clemson,USA,IND,"6'7"" - 6'9"""
695,Trey Burke,73.0,9.566666666666668,1.5,3.0666666666666664,Michigan,USA,WAS,"6'1"" - 6'3"""
696,Trey Lyles,82.0,8.200000000000001,3.9666666666666663,1.2,Kentucky,USA,UTA,"6'10"" - 7'"
697,Trey McKinney-Jones,77.0,0.0,0.0,0.0,Miami (FL),USA,IND,"6'4"" - 6'6"""
698,Tristan Thompson,81.33333333333333,8.266666666666667,8.666666666666666,1.2,Texas,Canada,CLE,"6'10"" - 7'"
699,Troy Brown Jr.,79.0,4.8,2.8,1.5,Oregon,USA,WAS,"6'7"" - 6'9"""
700,Troy Caupain,76.0,2.5,0.8,1.0,Cincinnati,USA,ORL,"6'4"" - 6'6"""
701,Troy Daniels,76.0,7.766666666666667,1.5,0.6,Virginia Commonwealth,USA,MEM,"6'4"" - 6'6"""
702,Troy Williams,79.0,5.933333333333334,2.6999999999999997,0.7000000000000001,Indiana,USA,SAC,"6'7"" - 6'9"""
703,Ty Lawson,71.0,9.9,2.6,4.8,North Carolina,USA,SAC,<= 6ft
704,Tyler Cavanaugh,81.0,2.75,2.0,0.39999999999999997,George Washington,USA,UTA,"6'7"" - 6'9"""
705,Tyler Davis,82.0,0.0,1.0,0.0,None,USA,OKC,"6'10"" - 7'"
706,Tyler Dorsey,77.0,6.7,2.3499999999999996,1.2999999999999998,Oregon,USA,ATL,"6'4"" - 6'6"""
707,Tyler Ennis,75.0,4.199999999999999,1.3,1.75,Syracuse,Canada,LAL,"6'1"" - 6'3"""
708,Tyler Johnson,76.0,12.1,3.466666666666667,2.8000000000000003,Fresno State,USA,MIA,"6'4"" - 6'6"""
709,Tyler Lydon,81.5,0.45,0.35,0.1,Syracuse,USA,DEN,"6'10"" - 7'"
710,Tyler Ulis,70.0,5.033333333333333,1.1333333333333335,2.7000000000000006,Kentucky,USA,PHX,<= 6ft
711,Tyler Zeller,84.0,5.966666666666666,3.6666666666666665,0.7333333333333334,North Carolina,USA,BOS,"6'10"" - 7'"
712,Tyreke Evans,78.0,13.299999999999999,3.8000000000000003,3.566666666666667,Memphis,USA,SAC,"6'4"" - 6'6"""
713,Tyrone Wallace,77.0,6.6,2.55,1.5499999999999998,California,USA,LAC,"6'4"" - 6'6"""
714,Tyson Chandler,85.0,6.0,8.733333333333334,0.8333333333333334,None,USA,PHX,> 7ft
715,Tyus Jones,74.0,5.166666666666667,1.5666666666666667,3.4,Duke,USA,MIN,"6'1"" - 6'3"""
716,Udonis Haslem,80.0,1.6666666666666667,1.9000000000000001,0.3333333333333333,Florida,USA,MIA,"6'7"" - 6'9"""
717,Vander Blue,77.0,0.6,0.2,0.6,Marquette,USA,LAL,"6'4"" - 6'6"""
718,Victor Oladipo,76.0,19.26666666666667,5.033333333333334,4.033333333333333,Indiana,USA,IND,"6'4"" - 6'6"""
719,Vince Carter,78.0,6.933333333333334,2.766666666666667,1.366666666666667,North Carolina,USA,ATL,"6'4"" - 6'6"""
720,Vincent Edwards,80.0,1.5,1.0,0.0,Purdue,USA,HOU,"6'7"" - 6'9"""
721,Vincent Hunter,80.0,1.5,0.8,0.0,Texas-El Paso,USA,MEM,"6'7"" - 6'9"""
722,Wade Baldwin IV,76.0,3.5000000000000004,1.1333333333333333,1.0999999999999999,Vanderbilt,USA,POR,"6'4"" - 6'6"""
723,Walt Lemon Jr.,75.0,8.85,2.45,3.0,None,USA,CHI,"6'1"" - 6'3"""
