,player_name,height (in),pts,reb,ast,college,country,team,2020-21 Salary ($),2020-21 Salary (Millions),Salary Range
210,Luke Kornet,85.0,6.85,3.05,1.25,Vanderbilt,USA,NYK,2304878.0,2.304878,1M to 2.4M
211,Luol Deng,81.0,5.566666666666666,2.8666666666666667,1.0333333333333334,Duke,United Kingdom,LAL,4990000.0,4.99,2.5M to 4.9M
212,Malcolm Brogdon,77.0,12.933333333333332,3.533333333333333,3.5333333333333337,Virginia,USA,MIL,20700000.0,20.7,> 20M
213,Malik Beasley,77.0,6.1000000000000005,1.4666666666666668,0.7333333333333334,Florida State,USA,DEN,13325895.0,13.325895000000001,10M to 14.9M
214,Malik Monk,75.0,7.800000000000002,1.45,1.5,Kentucky,USA,CHA,5345687.0,5.345687,5M to 7.4M
215,Marc Gasol,85.0,16.766666666666666,7.433333333333334,4.4,None,Spain,TOR,2564753.0,2.564753,2.5M to 4.9M
216,Marcus Morris,81.0,14.0,4.6,2.0,Kansas,USA,DET,14883721.0,14.883721,10M to 14.9M
217,Marcus Smart,76.0,9.9,3.4333333333333336,4.466666666666666,Oklahoma State,USA,BOS,13446428.0,13.446428,10M to 14.9M
218,Markelle Fultz,76.0,7.649999999999999,3.4000000000000004,3.45,Washington,USA,PHI,12288697.0,12.288697,10M to 14.9M
219,Markieff Morris,82.0,11.633333333333333,5.566666666666666,1.6666666666666667,Kansas,USA,WAS,2331593.0,2.3315930000000002,1M to 2.4M
220,Marquese Chriss,82.0,7.033333333333334,4.333333333333333,0.7999999999999999,Washington,USA,CLE,1824003.0,1.8240029999999998,1M to 2.4M
221,Marvin Bagley III,83.0,14.9,7.6,1.0,Duke,USA,SAC,8963640.0,8.96364,7.5M to 9.9M
222,Mason Plumlee,83.0,8.433333333333332,6.433333333333334,2.8000000000000003,Duke,USA,DEN,8000000.0,8.0,7.5M to 9.9M
223,Matthew Dellavedova,76.0,5.933333333333333,1.7333333333333332,4.1000000000000005,Saint Mary's (CA),Australia,MIL,2174318.0,2.174318,1M to 2.4M
224,Maurice Harkless,81.0,8.066666666666666,3.8666666666666667,1.0666666666666669,"St. John's, N.Y.",USA,POR,3623000.0,3.623,2.5M to 4.9M
225,Maxi Kleber,83.0,6.1,3.95,0.85,None,Germany,DAL,8250000.0,8.25,7.5M to 9.9M
226,Meyers Leonard,85.0,4.9,3.0333333333333337,0.9,Illinois,USA,POR,9400000.0,9.4,7.5M to 9.9M
227,Michael Carter-Williams,78.0,5.333333333333333,2.8666666666666667,2.4,Syracuse,USA,ORL,3000000.0,3.0,2.5M to 4.9M
228,Mikal Bridges,79.0,8.3,3.2,2.1,Villanova,USA,PHX,4359000.0,4.359,2.5M to 4.9M
229,Mike Conley,73.0,19.566666666666666,3.0666666666666664,5.6000000000000005,Ohio State,USA,MEM,34504132.0,34.504132,
230,Mike Muscala,83.0,6.933333333333334,3.8333333333333335,1.2,Bucknell,USA,ATL,2283034.0,2.2830340000000002,1M to 2.4M
231,Mike Scott,80.0,5.7,2.966666666666667,0.9333333333333336,Virginia,USA,WAS,5005350.0,5.00535,5M to 7.4M
232,Miles Bridges,79.0,7.5,4.0,1.2,Michigan State,USA,CHA,3934320.0,3.9343199999999996,2.5M to 4.9M
233,Mitchell Robinson,85.0,7.3,6.4,0.6,None,USA,NYK,1663861.0,1.663861,1M to 2.4M
234,Mo Bamba,84.0,6.2,5.0,0.8,University of Texas at Austin,USA,ORL,5969040.0,5.969040000000001,5M to 7.4M
235,Monta Ellis,75.0,8.5,2.8,3.2,None,USA,IND,2245400.0,2.2454,1M to 2.4M
236,Monte Morris,75.0,6.85,1.5499999999999998,2.95,Iowa State,USA,DEN,1663861.0,1.663861,1M to 2.4M
237,Montrezl Harrell,80.0,12.233333333333334,4.766666666666667,1.3666666666666665,Louisville,USA,LAC,9258000.0,9.258,7.5M to 9.9M
238,Moritz Wagner,83.0,4.8,2.0,0.6,Michigan,Germany,LAL,2383915.0,2.383915,1M to 2.4M
239,Myles Turner,83.0,13.5,6.966666666666666,1.4,Texas,USA,IND,18000000.0,18.0,15M to 19.9M
240,Nemanja Bjelica,82.0,7.533333333333334,4.566666666666666,1.4666666666666668,None,Serbia,MIN,7150000.0,7.15,5M to 7.4M
241,Nerlens Noel,83.0,6.0,5.199999999999998,0.7666666666666666,Kentucky,USA,DAL,5000000.0,5.0,2.5M to 4.9M
242,Nicolas Batum,80.0,12.0,5.4,4.9,None,France,CHA,11608231.0,11.608231,10M to 14.9M
243,Noah Vonleh,81.0,5.900000000000001,6.2666666666666675,0.9666666666666668,Indiana,USA,NYK,263995.0,0.263995,< 1M
244,Norman Powell,76.0,7.5,2.066666666666667,1.3,UCLA,USA,TOR,10865952.0,10.865952,10M to 14.9M
245,OG Anunoby,80.0,6.45,2.7,0.7,Indiana,United Kingdom,TOR,3872215.0,3.872215,2.5M to 4.9M
246,Omari Spellman,81.0,5.9,4.2,1.0,Villanova,USA,ATL,1988280.0,1.9882799999999998,1M to 2.4M
247,P.J. Tucker,78.0,6.699999999999998,5.699999999999998,1.05,Texas,USA,HOU,7969537.0,7.969537,7.5M to 9.9M
248,Pascal Siakam,81.0,9.466666666666667,4.933333333333334,1.8,New Mexico State,Cameroon,TOR,29000000.0,29.0,> 20M
249,Pat Connaughton,76.66666666666667,4.933333333333334,2.5,1.2666666666666666,Notre Dame,USA,MIL,4938272.0,4.938272,2.5M to 4.9M
250,Patrick Beverley,73.0,9.766666666666666,5.0,3.6333333333333333,None,USA,LAC,13333333.0,13.333332999999998,10M to 14.9M
251,Patrick McCaw,79.0,3.533333333333333,1.5,1.1666666666666667,Nevada-Las Vegas,USA,GSW,4000000.0,4.0,2.5M to 4.9M
252,Patrick Patterson,81.0,4.766666666666667,3.0666666666666664,0.7999999999999999,Kentucky,USA,OKC,3814768.0,3.814768,2.5M to 4.9M
253,Patty Mills,72.0,9.8,1.9666666666666668,3.1,St. Mary's (CA),Australia,SAS,13285714.0,13.285714000000002,10M to 14.9M
254,Paul George,81.0,24.53333333333333,6.833333333333332,3.5666666666666664,Fresno State,USA,OKC,35450412.0,35.450412,
255,Paul Millsap,80.0,15.1,7.1000000000000005,2.833333333333333,Louisiana Tech,USA,DEN,10000000.0,10.0,7.5M to 9.9M
256,Quinn Cook,74.0,7.333333333333332,1.7,2.066666666666667,Duke,USA,GSW,1797183.0,1.7971830000000002,1M to 2.4M
257,Rajon Rondo,73.0,8.433333333333334,4.8,7.633333333333333,Kentucky,USA,CHI,7500000.0,7.5,5M to 7.4M
258,Raul Neto,73.0,4.1000000000000005,1.2333333333333334,1.7333333333333334,None,Brazil,UTA,1882867.0,1.8828669999999998,1M to 2.4M
259,Reggie Bullock,79.0,9.033333333333333,2.433333333333333,1.4666666666666668,North Carolina,USA,DET,4200000.0,4.2,2.5M to 4.9M
260,Reggie Jackson,75.0,14.833333333333336,2.533333333333333,4.9,Boston College,USA,DET,2331593.0,2.3315930000000002,1M to 2.4M
261,Richaun Holmes,82.0,8.166666666666666,4.866666666666666,1.0666666666666669,Bowling Green,USA,PHX,5005350.0,5.00535,5M to 7.4M
262,Ricky Rubio,76.0,12.3,4.1,6.833333333333332,None,Spain,UTA,17000000.0,17.0,15M to 19.9M
263,Robert Covington,81.0,12.933333333333335,5.8,1.6,Tennessee State,USA,MIN,12138345.0,12.138345,10M to 14.9M
264,Robin Lopez,84.0,10.566666666666666,4.933333333333334,1.3666666666666665,Stanford,USA,CHI,7300000.0,7.3,5M to 7.4M
265,Rodions Kurucs,81.0,8.5,3.9,0.8,None,Latvia,BKN,1780152.0,1.780152,1M to 2.4M
266,Rodney Hood,80.0,12.866666666666665,2.8000000000000003,1.6666666666666667,Duke,USA,CLE,10047450.0,10.04745,10M to 14.9M
267,Rodney McGruder,76.0,6.366666666666667,2.9,1.4,Kansas State,USA,MIA,5000000.0,5.0,2.5M to 4.9M
268,Royce O'Neale,78.0,5.1,3.45,1.45,Baylor,USA,UTA,8035714.0,8.035714,7.5M to 9.9M
269,Rudy Gay,80.0,14.633333333333333,6.066666666666666,2.233333333333333,Connecticut,USA,SAC,14000000.0,14.0,10M to 14.9M
270,Rudy Gobert,85.0,14.466666666666667,12.133333333333333,1.5333333333333332,None,France,UTA,26525281.0,26.525281,> 20M
271,Russell Westbrook,75.0,26.633333333333336,10.633333333333333,10.466666666666667,UCLA,USA,OKC,41358814.0,41.358814,
272,Ryan Anderson,82.0,8.466666666666667,3.9333333333333336,0.8666666666666667,California,USA,HOU,5214583.0,5.214583,5M to 7.4M
273,Ryan Arcidiacono,75.0,4.35,1.85,2.4,Villanova,USA,CHI,3000000.0,3.0,2.5M to 4.9M
274,Semi Ojeleye,79.0,3.0,1.85,0.35,Southern Methodist,USA,BOS,1752950.0,1.75295,1M to 2.4M
275,Serge Ibaka,82.0,14.133333333333335,7.066666666666666,1.0,None,Democratic Republic of the Congo,TOR,9258000.0,9.258,7.5M to 9.9M
276,Seth Curry,74.0,10.35,2.1,1.8,Duke,USA,DAL,7813953.0,7.813953,7.5M to 9.9M
277,Shai Gilgeous-Alexander,78.0,10.8,2.8,3.3,Kentucky,Canada,LAC,4141320.0,4.1413199999999994,2.5M to 4.9M
278,Shake Milton,78.0,4.4,1.8,0.9,Southern Methodist,USA,PHI,1701593.0,1.7015930000000001,1M to 2.4M
279,Shaquille Harrison,76.0,6.55,2.85,2.15,Tulsa,USA,CHI,770433.0,0.770433,< 1M
280,Shaun Livingston,79.0,4.866666666666666,1.8666666666666665,1.8666666666666665,None,USA,GSW,666667.0,0.666667,< 1M
281,Sindarius Thornwell,77.0,2.45,1.2999999999999998,0.6,South Carolina,USA,LAC,747435.0,0.7474350000000001,< 1M
282,Solomon Hill,79.0,4.566666666666666,3.266666666666667,1.6333333333333335,Arizona,USA,NOP,2174318.0,2.174318,1M to 2.4M
283,Spencer Dinwiddie,78.0,12.233333333333333,2.7999999999999994,4.766666666666667,Colorado,USA,BKN,11454048.0,11.454048,10M to 14.9M
284,Stanley Johnson,79.0,6.666666666666668,3.1666666666666665,1.4333333333333331,Arizona,USA,DET,3801000.0,3.801,2.5M to 4.9M
285,Stephen Curry,75.0,26.33333333333333,4.966666666666666,5.966666666666666,Davidson,USA,GSW,43006362.0,43.006362,
286,Sterling Brown,78.0,5.2,2.9000000000000004,0.95,Southern Methodist,USA,MIL,1678854.0,1.678854,1M to 2.4M
287,Steven Adams,84.0,13.033333333333333,8.733333333333333,1.3,Pittsburgh,New Zealand,OKC,27528090.0,27.528090000000002,> 20M
288,T.J. McConnell,74.0,6.533333333333334,2.7999999999999994,4.666666666666667,Arizona,USA,PHI,3500000.0,3.5,2.5M to 4.9M
289,T.J. Warren,80.0,18.8,4.55,1.4,North Carolina State,USA,PHX,11750000.0,11.75,10M to 14.9M
290,Taj Gibson,81.0,11.266666666666666,6.6000000000000005,1.1,USC,USA,MIN,3283684.0,3.2836839999999996,2.5M to 4.9M
291,Taurean Prince,80.0,11.1,3.6666666666666665,1.866666666666667,Baylor,USA,ATL,13942308.0,13.942307999999999,10M to 14.9M
292,Terrance Ferguson,79.0,5.0,1.35,0.65,None,USA,OKC,3944013.0,3.9440129999999995,2.5M to 4.9M
293,Terrence Ross,79.0,11.6,3.033333333333333,1.4666666666666668,Washington,USA,ORL,13500000.0,13.5,10M to 14.9M
294,Terry Rozier,73.66666666666667,8.6,3.9,2.533333333333333,Louisville,USA,BOS,18900000.0,18.9,15M to 19.9M
295,Thaddeus Young,80.0,11.800000000000002,6.3,2.0,Georgia Tech,USA,IND,13545000.0,13.545,10M to 14.9M
296,Thomas Bryant,82.5,6.0,3.7,0.8500000000000001,Indiana,USA,WAS,8333333.0,8.333333,7.5M to 9.9M
297,Thon Maker,85.0,4.6000000000000005,2.733333333333333,0.5666666666666667,None,South Sudan,MIL,309355.0,0.309355,< 1M
298,Tim Hardaway Jr.,78.0,16.7,3.3666666666666667,2.466666666666667,Michigan,USA,ATL,18975000.0,18.975,15M to 19.9M
299,Timofey Mozgov,85.0,5.800000000000002,4.050000000000002,0.6000000000000001,None,Russia,LAL,5573333.0,5.573333,5M to 7.4M
300,Tobias Harris,81.0,18.233333333333334,6.166666666666668,2.3,Tennessee,USA,PHI,33517241.0,33.517241,
301,Tony Bradley,82.0,3.3000000000000003,3.1,0.2,North Carolina,USA,UTA,3542060.0,3.5420599999999998,2.5M to 4.9M
302,Tony Snell,79.0,7.133333333333333,2.3666666666666667,1.1333333333333335, ,USA,MIL,12178571.0,12.178571,10M to 14.9M
303,Torrey Craig,78.5,4.95,3.4,0.8,South Carolina Upstate,USA,DEN,1678854.0,1.678854,1M to 2.4M
304,Trae Young,74.0,19.1,3.7,8.1,Oklahoma,USA,ATL,6571800.0,6.5718,5M to 7.4M
305,Trevor Ariza,80.0,11.966666666666667,5.166666666666667,2.5,UCLA,USA,WAS,12800000.0,12.8,10M to 14.9M
306,Trey Burke,73.0,9.566666666666668,1.5,3.0666666666666664,Michigan,USA,WAS,3174603.0,3.174603,2.5M to 4.9M
307,Trey Lyles,82.0,8.200000000000001,3.9666666666666655,1.2,Kentucky,USA,UTA,5500000.0,5.5,5M to 7.4M
308,Tristan Thompson,81.33333333333333,8.266666666666667,8.666666666666666,1.2,Texas,Canada,CLE,9258000.0,9.258,7.5M to 9.9M
309,Troy Brown Jr.,79.0,4.8,2.8,1.5,Oregon,USA,WAS,3372840.0,3.37284,2.5M to 4.9M
310,Troy Williams,79.0,5.933333333333334,2.7,0.7000000000000001,Indiana,USA,SAC,122741.0,0.122741,< 1M
311,Tyler Johnson,76.0,12.1,3.466666666666667,2.8000000000000003,Fresno State,USA,MIA,2028594.0,2.028594,1M to 2.4M
312,Tyus Jones,74.0,5.166666666666667,1.5666666666666669,3.4,Duke,USA,MIN,7965100.0,7.9651,7.5M to 9.9M
313,Udonis Haslem,80.0,1.6666666666666667,1.9,0.3333333333333333,Florida,USA,MIA,2564753.0,2.564753,2.5M to 4.9M
314,Victor Oladipo,76.0,19.266666666666673,5.033333333333334,4.033333333333333,Indiana,USA,IND,21000000.0,21.0,> 20M
315,Wayne Ellington,76.66666666666667,10.666666666666666,2.3000000000000003,1.1666666666666667,North Carolina,USA,MIA,3005225.0,3.005225,2.5M to 4.9M
316,Wendell Carter Jr.,82.0,10.3,7.0,1.8,Duke,USA,CHI,5448840.0,5.448840000000001,5M to 7.4M
317,Wesley Matthews,77.0,12.8,3.033333333333333,2.6333333333333333,Marquette,USA,IND,3623000.0,3.623,2.5M to 4.9M
318,Will Barton,78.0,13.633333333333333,4.633333333333333,3.466666666666667,Memphis,USA,DEN,13920000.0,13.92,10M to 14.9M
319,Willie Cauley-Stein,84.0,10.933333333333332,6.633333333333333,1.9666666666666668,Kentucky,USA,SAC,4000000.0,4.0,2.5M to 4.9M
320,Yuta Watanabe,81.0,2.6,2.1,0.5,George Washington,Japan,MEM,321893.0,0.321893,< 1M
321,Zach Collins,84.0,5.5,3.75,0.8500000000000001,Gonzaga,USA,POR,5406255.0,5.406255000000001,5M to 7.4M
322,Zach LaVine,77.0,19.766666666666666,4.0,3.5,UCLA,USA,MIN,19500000.0,19.5,15M to 19.9M
323,Zhaire Smith,76.0,6.7,2.2,1.7,Texas Tech,USA,PHI,3204600.0,3.2046,2.5M to 4.9M
